clarisonic 科萊麗 音波緊顏淨膚儀 旗艦機 白色,"12,800",智慧家電 / 視聽 / 美容 / 美容家電 / 熱門推薦,Y,https://tw.buy.yahoo.com/gdsale/clarisonic-%E7%A7%91%E8%90%8A%E9%BA%97-%E9%9F%B3%E6%B3%A2%E7%B7%8A%E9%A1%8F%E6%B7%A8%E8%86%9A%E5%84%80-%E6%97%97%E8%89%A6%E6%A9%9F-%E7%99%BD%E8%89%B2-7150615.html?hpp=rank_01
2R Napa牛皮時尚拉鍊長夾 百搭黑,"1,280",女包 / 男包 / 皮夾 / 百貨專櫃 / 真皮女包 / 品牌總覽,Y,https://tw.buy.yahoo.com/gdsale/2R-Napa%E7%89%9B%E7%9A%AE%E6%99%82%E5%B0%9A%E6%8B%89%E9%8D%8A%E9%95%B7%E5%A4%BE-%E7%99%BE%E6%90%AD%E9%BB%91-4802431.html?hpp=rank_01
AT美國旅行者 30吋Curio立體唱盤刻紋硬殼可擴充TSA行李箱(黑),"6,375",運動戶外 / 行李箱 / American Tourister / 行李箱材質,Y,https://tw.buy.yahoo.com/gdsale/AT%E7%BE%8E%E5%9C%8B%E6%97%85%E8%A1%8C%E8%80%85-30%E5%90%8BCurio%E7%AB%8B%E9%AB%94%E5%94%B1%E7%9B%A4%E5%88%BB%E7%B4%8B%E7%A1%AC%E6%AE%BC%E5%8F%AF%E6%93%B4%E5%85%85TSA%E8%A1%8C%E6%9D%8E%E7%AE%B1-%E9%BB%91-7158225.html?hpp=rank_01
Dyson V8 Carbon Fibre 無線吸塵器(金),"25,900",智慧家電 / 視聽 / 美容 / 吸塵器 / 品牌吸塵器,Y,https://tw.buy.yahoo.com/gdsale/Dyson-V8-Carbon-Fibre-%E7%84%A1%E7%B7%9A%E5%90%B8%E5%A1%B5%E5%99%A8-%E9%87%91-7437706.html?hpp=rank_01
Nespresso 膠囊咖啡機 Essenza Mini 萊姆綠,"3,300",智慧家電 / 視聽 / 美容 / 廚房家電 / 咖啡機,Y,https://tw.buy.yahoo.com/gdsale/Nespresso-%E8%86%A0%E5%9B%8A%E5%92%96%E5%95%A1%E6%A9%9F-Essenza-Mini-%E8%90%8A%E5%A7%86%E7%B6%A0-7445946.html?hpp=rank_01
Samsonite新秀麗 31吋Cubelite Curv黑標拉鍊四輪硬殼行李箱(墨黑),"25,800",包包 / SAMSONITE新秀麗 / 行李箱材質,Y,https://tw.buy.yahoo.com/gdsale/Samsonite%E6%96%B0%E7%A7%80%E9%BA%97-31%E5%90%8BCubelite-Curv%E9%BB%91%E6%A8%99%E6%8B%89%E9%8D%8A%E5%9B%9B%E8%BC%AA%E7%A1%AC%E6%AE%BC%E8%A1%8C%E6%9D%8E%E7%AE%B1-%E5%A2%A8%E9%BB%91-7236636.html?hpp=rank_01
【PONY】TOP STAR 系列-經典復古鞋-女性-黑,"1,824",鞋子 / PONY / 新品上市,Y,https://tw.buy.yahoo.com/gdsale/PONY-TOP-STAR-%E7%B3%BB%E5%88%97-%E7%B6%93%E5%85%B8%E5%BE%A9%E5%8F%A4%E9%9E%8B-%E5%A5%B3%E6%80%A7-%E9%BB%91-7599969.html?hpp=rank_01
PLAYBOY 率性首選 仿皮超輕量工程靴-黑(女),"2,200",鞋子 / PLAYBOY鞋子 / PLAYBOY,Y,https://tw.buy.yahoo.com/gdsale/PLAYBOY-%E7%8E%87%E6%80%A7%E9%A6%96%E9%81%B8-%E4%BB%BF%E7%9A%AE%E8%B6%85%E8%BC%95%E9%87%8F%E5%B7%A5%E7%A8%8B%E9%9D%B4-%E9%BB%91-%E5%A5%B3-7430443.html?hpp=rank_01
KOKKO -亮麗通勤尖頭全真皮高跟鞋-霧灰藍,"2,780",鞋子 / KOKKO / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/KOKKO-%E4%BA%AE%E9%BA%97%E9%80%9A%E5%8B%A4%E5%B0%96%E9%A0%AD%E5%85%A8%E7%9C%9F%E7%9A%AE%E9%AB%98%E8%B7%9F%E9%9E%8B-%E9%9C%A7%E7%81%B0%E8%97%8D-7602702.html?hpp=rank_01
Fair Lady 懶骨頭 緹花鏤空曲線尖頭低跟鞋 白,"2,480",鞋子 / FAIR LADY / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/Fair-Lady-%E6%87%B6%E9%AA%A8%E9%A0%AD-%E7%B7%B9%E8%8A%B1%E9%8F%A4%E7%A9%BA%E6%9B%B2%E7%B7%9A%E5%B0%96%E9%A0%AD%E4%BD%8E%E8%B7%9F%E9%9E%8B-%E7%99%BD-7599705.html?hpp=rank_01
iki2 內真皮 氣質單扣造型粗跟鞋-褐,"1,504",鞋子 / iki2 / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/iki2-%E5%85%A7%E7%9C%9F%E7%9A%AE-%E6%B0%A3%E8%B3%AA%E5%96%AE%E6%89%A3%E9%80%A0%E5%9E%8B%E7%B2%97%E8%B7%9F%E9%9E%8B-%E8%A4%90-7489120.html?hpp=rank_01
ED Ellen DeGeneres 潮流LOVE一字拖鞋-黑色,"1,496",鞋子 / Vince Camuto / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/ED-Ellen-DeGeneres-%E6%BD%AE%E6%B5%81LOVE%E4%B8%80%E5%AD%97%E6%8B%96%E9%9E%8B-%E9%BB%91%E8%89%B2-7585978.html?hpp=rank_01
BESO奢華時尚 真皮拼接金蔥耀眼跟鞋~金,"1,084",鞋子 / BESO / BESO全系列鞋款,Y,https://tw.buy.yahoo.com/gdsale/BESO%E5%A5%A2%E8%8F%AF%E6%99%82%E5%B0%9A-%E7%9C%9F%E7%9A%AE%E6%8B%BC%E6%8E%A5%E9%87%91%E8%94%A5%E8%80%80%E7%9C%BC%E8%B7%9F%E9%9E%8B-%E9%87%91-7315575.html?hpp=rank_01
TAS 尖頭素面紳士風低跟鞋-淺卡其,"2,336",鞋子 / TAS / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/TAS-%E5%B0%96%E9%A0%AD%E7%B4%A0%E9%9D%A2%E7%B4%B3%E5%A3%AB%E9%A2%A8%E4%BD%8E%E8%B7%9F%E9%9E%8B-%E6%B7%BA%E5%8D%A1%E5%85%B6-7121381.html?hpp=rank_01
DIANA 騎士精神--經典俐落修長金屬飾釦真皮長靴-棕,"2,924",鞋子 / DIANA / 品牌快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/DIANA-%E9%A8%8E%E5%A3%AB%E7%B2%BE%E7%A5%9E-%E7%B6%93%E5%85%B8%E4%BF%90%E8%90%BD%E4%BF%AE%E9%95%B7%E9%87%91%E5%B1%AC%E9%A3%BE%E9%87%A6%E7%9C%9F%E7%9A%AE%E9%95%B7%E9%9D%B4-%E6%A3%95-6963000.html?hpp=rank_01
【 Go!Techs-長效性防水噴霧】極效防水噴霧 280ml三瓶組,"1,350",鞋子 / Ann’S / 依款式分類,Y,https://tw.buy.yahoo.com/gdsale/Go-Techs-%E9%95%B7%E6%95%88%E6%80%A7%E9%98%B2%E6%B0%B4%E5%99%B4%E9%9C%A7-%E6%A5%B5%E6%95%88%E9%98%B2%E6%B0%B4%E5%99%B4%E9%9C%A7-280ml%E4%B8%89%E7%93%B6%E7%B5%84-6371285.html?hpp=rank_01
SANUK 素面帆布娃娃鞋-女款(灰色),"2,280",鞋子 / SANUK / 女款,Y,https://tw.buy.yahoo.com/gdsale/SANUK-%E7%B4%A0%E9%9D%A2%E5%B8%86%E5%B8%83%E5%A8%83%E5%A8%83%E9%9E%8B-%E5%A5%B3%E6%AC%BE-%E7%81%B0%E8%89%B2-6608628.html?hpp=rank_01
HANNFORT ZERO GRAVITY輕舞牛津翼紋雕花氣墊鞋-女-石英粉8H,"1,852",鞋子 / HANNFORT / WOMEN,Y,https://tw.buy.yahoo.com/gdsale/HANNFORT-ZERO-GRAVITY%E8%BC%95%E8%88%9E%E7%89%9B%E6%B4%A5%E7%BF%BC%E7%B4%8B%E9%9B%95%E8%8A%B1%E6%B0%A3%E5%A2%8A%E9%9E%8B-%E5%A5%B3-%E7%9F%B3%E8%8B%B1%E7%B2%898H-6975842.html?hpp=rank_01
GDC都會-蛇紋拼接尖頭真皮中跟鞋-卡其色,"2,386",鞋子 / GDC / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/GDC%E9%83%BD%E6%9C%83-%E8%9B%87%E7%B4%8B%E6%8B%BC%E6%8E%A5%E5%B0%96%E9%A0%AD%E7%9C%9F%E7%9A%AE%E4%B8%AD%E8%B7%9F%E9%9E%8B-%E5%8D%A1%E5%85%B6%E8%89%B2-6875312.html?hpp=rank_01
休閒鞋 MISS 21 俏皮可愛貓咪牛皮平底休閒鞋－銀,"1,980",鞋子 / MISS 21 / 品牌快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/%E4%BC%91%E9%96%92%E9%9E%8B-MISS-21-%E4%BF%8F%E7%9A%AE%E5%8F%AF%E6%84%9B%E8%B2%93%E5%92%AA%E7%89%9B%E7%9A%AE%E5%B9%B3%E5%BA%95%E4%BC%91%E9%96%92%E9%9E%8B-%E9%8A%80-7022470.html?hpp=rank_01
New Balance 530 復古跑鞋 男鞋 黑 M530AC,"1,499",鞋子 / New Balance旗艦店 / New Balance男性,Y,https://tw.buy.yahoo.com/gdsale/New-Balance-530-%E5%BE%A9%E5%8F%A4%E8%B7%91%E9%9E%8B-%E7%94%B7%E9%9E%8B-%E9%BB%91-M530AC-7404955.html?hpp=rank_01
DADASUPREME雙開岔彈力潮流窄裙-女-白,699,鞋子 / DADA旗艦店 / 新品上市,Y,https://tw.buy.yahoo.com/gdsale/DADASUPREME%E9%9B%99%E9%96%8B%E5%B2%94%E5%BD%88%E5%8A%9B%E6%BD%AE%E6%B5%81%E7%AA%84%E8%A3%99-%E5%A5%B3-%E7%99%BD-7509123.html?hpp=rank_01
Aviator韓國空運-正韓製真皮立體小花厚底休閒鞋-白,"1,412",鞋子 / Aviator / Aviator韓國空運,Y,https://tw.buy.yahoo.com/gdsale/Aviator%E9%9F%93%E5%9C%8B%E7%A9%BA%E9%81%8B-%E6%AD%A3%E9%9F%93%E8%A3%BD%E7%9C%9F%E7%9A%AE%E7%AB%8B%E9%AB%94%E5%B0%8F%E8%8A%B1%E5%8E%9A%E5%BA%95%E4%BC%91%E9%96%92%E9%9E%8B-%E7%99%BD-7641019.html?hpp=rank_01
ALDO 閃耀動人T字鑲嵌水鑽金屬釦帶涼鞋~奢華銀色,877,鞋子 / ALDO / 款式快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/ALDO-%E9%96%83%E8%80%80%E5%8B%95%E4%BA%BAT%E5%AD%97%E9%91%B2%E5%B5%8C%E6%B0%B4%E9%91%BD%E9%87%91%E5%B1%AC%E9%87%A6%E5%B8%B6%E6%B6%BC%E9%9E%8B-%E5%A5%A2%E8%8F%AF%E9%8A%80%E8%89%B2-7004337.html?hpp=rank_01
ANDRE-印花休閒平底鞋-白紫花,"1,599",鞋子 / ANDRE / Minelli / 品牌快速搜尋,Y,https://tw.buy.yahoo.com/gdsale/ANDRE-%E5%8D%B0%E8%8A%B1%E4%BC%91%E9%96%92%E5%B9%B3%E5%BA%95%E9%9E%8B-%E7%99%BD%E7%B4%AB%E8%8A%B1-7362403.html?hpp=rank_01
(王品集團)藝奇ikki新日本料理套餐券(4張),"2,975",票券區 / 餐券、住宿、遊樂券 / 美食餐券,Y,https://tw.buy.yahoo.com/gdsale/%E7%8E%8B%E5%93%81%E9%9B%86%E5%9C%98-%E8%97%9D%E5%A5%87ikki%E6%96%B0%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%E5%A5%97%E9%A4%90%E5%88%B8-4%E5%BC%B5-7639658.html?hpp=rank_01
CONVERSE-男女休閒鞋162058C-黑,"2,230",鞋子 / CONVERSE旗艦店 / 男款,Y,https://tw.buy.yahoo.com/gdsale/CONVERSE-%E7%94%B7%E5%A5%B3%E4%BC%91%E9%96%92%E9%9E%8B162058C-%E9%BB%91-7635658.html?hpp=rank_01
小蒙牛頂級麻辣鍋 4人豪華鍋物吃到飽(全台多門市),"3,032",票券區 / 餐券、住宿、遊樂券 / 美食餐券,N,https://tw.buy.yahoo.com/gdsale/%E5%B0%8F%E8%92%99%E7%89%9B%E9%A0%82%E7%B4%9A%E9%BA%BB%E8%BE%A3%E9%8D%8B-4%E4%BA%BA%E8%B1%AA%E8%8F%AF%E9%8D%8B%E7%89%A9%E5%90%83%E5%88%B0%E9%A3%BD-%E5%85%A8%E5%8F%B0%E5%A4%9A%E9%96%80%E5%B8%82--7651008.html
金剛：骷髏島 3D+2D 雙碟鐵盒版 藍光 BD,826,書籍 / 文具 / DVD / 影音DVD / 電影 BD藍光,N,https://tw.buy.yahoo.com/gdsale/%E9%87%91%E5%89%9B-%E9%AA%B7%E9%AB%8F%E5%B3%B6-3D-2D-%E9%9B%99%E7%A2%9F%E9%90%B5%E7%9B%92%E7%89%88-%E8%97%8D%E5%85%89-BD-7224680.html
迪士尼公主典藏套裝1 DVD,"1,295",書籍 / 文具 / DVD / 影音DVD / 電影 DVD,Y,https://tw.buy.yahoo.com/gdsale/%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E5%85%B8%E8%97%8F%E5%A5%97%E8%A3%9D1-DVD-4093656.html?hpp=rank_01
少年牛頓一年期,"3,000",書籍 / 文具 / DVD / 雜誌 / 文具 / 雜誌訂閱,Y,https://tw.buy.yahoo.com/gdsale/%E5%B0%91%E5%B9%B4%E7%89%9B%E9%A0%93%E4%B8%80%E5%B9%B4%E6%9C%9F-1679867.html?hpp=rank_01
Shiro&Maro 筆電包13'',"1,599",書籍 / 文具 / DVD / 雜誌 / 文具 / 文創/美術 雜貨,N,https://tw.buy.yahoo.com/gdsale/Shiro-Maro-%E7%AD%86%E9%9B%BB%E5%8C%8513-7651600.html
史上最長100CM骨盤枕：日本知名整療團隊精心研發「骨盤枕對折運動」,236,書籍 / 文具 / DVD / 書籍 / 兩性 / 美容 / 養生,Y,https://tw.buy.yahoo.com/gdsale/%E5%8F%B2%E4%B8%8A%E6%9C%80%E9%95%B7100CM%E9%AA%A8%E7%9B%A4%E6%9E%95-%E6%97%A5%E6%9C%AC%E7%9F%A5%E5%90%8D%E6%95%B4%E7%99%82%E5%9C%98%E9%9A%8A%E7%B2%BE%E5%BF%83%E7%A0%94%E7%99%BC-%E9%AA%A8%E7%9B%A4%E6%9E%95%E5%B0%8D%E6%8A%98%E9%81%8B%E5%8B%95-4313140.html?hpp=rank_01
你要如何衡量你的人生？：哈佛商學院最重要的一堂課(全新增修版),277,書籍 / 文具 / DVD / 書籍 / 心理 / 生涯 / 規劃,N,https://tw.buy.yahoo.com/gdsale/%E4%BD%A0%E8%A6%81%E5%A6%82%E4%BD%95%E8%A1%A1%E9%87%8F%E4%BD%A0%E7%9A%84%E4%BA%BA%E7%94%9F-%E5%93%88%E4%BD%9B%E5%95%86%E5%AD%B8%E9%99%A2%E6%9C%80%E9%87%8D%E8%A6%81%E7%9A%84%E4%B8%80%E5%A0%82%E8%AA%B2-%E5%85%A8-7652423.html
WANMA 聯名品牌20吋24速城市穿梭折疊車-服務升級-W104,"2,090",健身戶外 / 行李箱 / 自行車 / 自行車車型 / 車種,Y,https://tw.buy.yahoo.com/gdsale/WANMA-%E8%81%AF%E5%90%8D%E5%93%81%E7%89%8C20%E5%90%8B24%E9%80%9F%E5%9F%8E%E5%B8%82%E7%A9%BF%E6%A2%AD%E6%8A%98%E7%96%8A%E8%BB%8A-%E6%9C%8D%E5%8B%99%E5%8D%87%E7%B4%9A-W104-5574170.html?hpp=rank_01
omax速補補胎液4入+氣嘴芯卸除器1入(5入組合包),827,健身戶外 / 行李箱 / 自行車 / 自行車組裝零件,N,https://tw.buy.yahoo.com/gdsale/omax%E9%80%9F%E8%A3%9C%E8%A3%9C%E8%83%8E%E6%B6%B24%E5%85%A5-%E6%B0%A3%E5%98%B4%E8%8A%AF%E5%8D%B8%E9%99%A4%E5%99%A81%E5%85%A5-5%E5%85%A5%E7%B5%84%E5%90%88-7652289.html
180*200CM野餐地墊-急速配,269,健身戶外 / 行李箱 / 戶外露營 / 登山用品 / 露營用品 / 野餐餐具,Y,https://tw.buy.yahoo.com/gdsale/180-200CM%E9%87%8E%E9%A4%90%E5%9C%B0%E5%A2%8A-%E6%80%A5%E9%80%9F%E9%85%8D-7248624.html?hpp=rank_01
日創優品 超值韓版旅行收納袋6+1件組 (贈耳機包),195,健身戶外 / 行李箱 / 行李箱 / 旅遊用品配件,Y,https://tw.buy.yahoo.com/gdsale/%E6%97%A5%E5%89%B5%E5%84%AA%E5%93%81-%E8%B6%85%E5%80%BC%E9%9F%93%E7%89%88%E6%97%85%E8%A1%8C%E6%94%B6%E7%B4%8D%E8%A2%8B6-1%E4%BB%B6%E7%B5%84-%E8%B4%88%E8%80%B3%E6%A9%9F%E5%8C%85-7477119.html?hpp=rank_01
【BLADEZ】2代強化型階梯踏板,"1,599",健身戶外 / 行李箱 / 健身器材 / 有氧健身,Y,https://tw.buy.yahoo.com/gdsale/BLADEZ-2%E4%BB%A3%E5%BC%B7%E5%8C%96%E5%9E%8B%E9%9A%8E%E6%A2%AF%E8%B8%8F%E6%9D%BF-6937630.html?hpp=rank_01
omax粉彩超輕防曬透氣護頸口罩-2入(隨機出貨)-8H,534,機車 / 汽機車用品 / 汽機車用品 / 人身部品 / 機車用品,N,https://tw.buy.yahoo.com/gdsale/omax%E7%B2%89%E5%BD%A9%E8%B6%85%E8%BC%95%E9%98%B2%E6%9B%AC%E9%80%8F%E6%B0%A3%E8%AD%B7%E9%A0%B8%E5%8F%A3%E7%BD%A9-2%E5%85%A5-%E9%9A%A8%E6%A9%9F%E5%87%BA%E8%B2%A8--7611087.html
MUELLER Hg80 膝關節束套1入 MUA59911,"1,280",健身戶外 / 行李箱 / 健身器材 / 護具 / 舒壓,N,https://tw.buy.yahoo.com/gdsale/MUELLER-Hg80-%E8%86%9D%E9%97%9C%E7%AF%80%E6%9D%9F%E5%A5%971%E5%85%A5-MUA5-7650986.html
The North Face北面男款深灰色舒適透氣運動短褲,"2,380",運動戶外 / 行李箱 / The North Face / 男裝,N,https://tw.buy.yahoo.com/gdsale/The-North-Face%E5%8C%97%E9%9D%A2%E7%94%B7%E6%AC%BE%E6%B7%B1%E7%81%B0%E8%89%B2%E8%88%92%E9%81%A9%E9%80%8F%E6%B0%A3-7653465.html
Deseno  酷比旅箱II-24吋輕量深鋁框行李箱(暗紅),"3,238",健身戶外 / 行李箱 / 行李箱 / 品牌總覽,N,https://tw.buy.yahoo.com/gdsale/Deseno-%E9%85%B7%E6%AF%94%E6%97%85%E7%AE%B1II-24%E5%90%8B%E8%BC%95%E9%87%8F%E6%B7%B1%E9%8B%81%E6%A1%86%E8%A1%8C%E6%9D%8E%E7%AE%B1-7488625.html
Nike AS M NK SB-短袖上衣-男,880,運動服飾 / 運動用品 / 運動休閒男裝 / NIKE,Y,https://tw.buy.yahoo.com/gdsale/Nike-AS-M-NK-SB-%E7%9F%AD%E8%A2%96%E4%B8%8A%E8%A1%A3-%E7%94%B7-7583793.html?hpp=rank_01
夏之戀SUMMER LOVE 大女條紋連身褲三件式泳裝,"1,480",運動服飾 / 運動用品 / 泳裝 / 比基尼 / 女性泳裝,N,https://tw.buy.yahoo.com/gdsale/%E5%A4%8F%E4%B9%8B%E6%88%80SUMMER-LOVE-%E5%A4%A7%E5%A5%B3%E6%A2%9D%E7%B4%8B%E9%80%A3%E8%BA%AB%E8%A4%B2%E4%B8%89%E4%BB%B6%E5%BC%8F-7652478.html
Nike Golf 女 素面可調式運動遮陽帽-2色639632,680,運動服飾 / 運動用品 / 運動用品 / 配件 / 專業用品 / 配件,N,https://tw.buy.yahoo.com/gdsale/Nike-Golf-%E5%A5%B3-%E7%B4%A0%E9%9D%A2%E5%8F%AF%E8%AA%BF%E5%BC%8F%E9%81%8B%E5%8B%95%E9%81%AE%E9%99%BD%E5%B8%BD-2%E8%89%B2-6089421.html
Adidas 4HRT SHE-運動短褲-男,"1,490",運動服飾 / 運動用品 / 運動休閒男裝 / adidas,N,https://tw.buy.yahoo.com/gdsale/Adidas-4HRT-SHE-%E9%81%8B%E5%8B%95%E7%9F%AD%E8%A4%B2-%E7%94%B7-7650714.html
AREX SPOR 足弓支撐機能登山襪,100,運動服飾 / 運動用品 / 運動用品 / 配件 / 運動襪,Y,https://tw.buy.yahoo.com/gdsale/AREX-SPOR-%E8%B6%B3%E5%BC%93%E6%94%AF%E6%92%90%E6%A9%9F%E8%83%BD%E7%99%BB%E5%B1%B1%E8%A5%AA-7646708.html?hpp=rank_01
Adidas D2M K SHT-運動短褲-女,990,運動服飾 / 運動用品 / 運動休閒女裝 / adidas,N,https://tw.buy.yahoo.com/gdsale/Adidas-D2M-K-SHT-%E9%81%8B%E5%8B%95%E7%9F%AD%E8%A4%B2-%E5%A5%B3-7650865.html
泳衣 湛藍美人 一件式網格連身泳裝(深藍M~XL) AngelHoney天使霓裳,704,運動服飾 / 運動用品 / 泳裝 / 比基尼 / 天使霓裳,Y,https://tw.buy.yahoo.com/gdsale/%E6%B3%B3%E8%A1%A3-%E6%B9%9B%E8%97%8D%E7%BE%8E%E4%BA%BA-%E4%B8%80%E4%BB%B6%E5%BC%8F%E7%B6%B2%E6%A0%BC%E9%80%A3%E8%BA%AB%E6%B3%B3%E8%A3%9D-%E6%B7%B1%E8%97%8DM-XL-AngelHoney%E5%A4%A9%E4%BD%BF%E9%9C%93%E8%A3%B3-7190678.html?hpp=rank_01
Ido醫朵 亮瞳葉黃素三盒組(共90顆)-快,969,美妝 / 保健 / 船井生醫 / 船井 品牌總覽,Y,https://tw.buy.yahoo.com/gdsale/Ido%E9%86%AB%E6%9C%B5-%E4%BA%AE%E7%9E%B3%E8%91%89%E9%BB%83%E7%B4%A0%E4%B8%89%E7%9B%92%E7%B5%84-%E5%85%B190%E9%A1%86-%E5%BF%AB-5704219.html?hpp=rank_01
【官方自營】ESTEE LAUDER 雅詩蘭黛 特潤超導修護露 30ml,"2,500",美妝 / 保健 / Estée Lauder雅詩蘭黛 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/%E5%AE%98%E6%96%B9%E8%87%AA%E7%87%9F-ESTEE-LAUDER-%E9%9B%85%E8%A9%A9%E8%98%AD%E9%BB%9B-%E7%89%B9%E6%BD%A4%E8%B6%85%E5%B0%8E%E4%BF%AE%E8%AD%B7%E9%9C%B2-30ml-7271871.html?hpp=rank_01
FIVE UP-紙飛機印花吸排圓領T-男-淺麻灰,290,運動服飾 / 運動用品 / 運動休閒女裝 / 其他品牌,Y,https://tw.buy.yahoo.com/gdsale/FIVE-UP-%E7%B4%99%E9%A3%9B%E6%A9%9F%E5%8D%B0%E8%8A%B1%E5%90%B8%E6%8E%92%E5%9C%93%E9%A0%98T-%E7%94%B7-%E6%B7%BA%E9%BA%BB%E7%81%B0-5552213.html?hpp=rank_01
all Cool 極凍涼感不硬化冰涼巾 冰巾 暖橙色,245,健身戶外 / 行李箱 / 戶外服飾 / 配件 / 其他戶外服飾配件,Y,https://tw.buy.yahoo.com/gdsale/all-Cool-%E6%A5%B5%E5%87%8D%E6%B6%BC%E6%84%9F%E4%B8%8D%E7%A1%AC%E5%8C%96%E5%86%B0%E6%B6%BC%E5%B7%BE-%E5%86%B0%E5%B7%BE-%E6%9A%96%E6%A9%99%E8%89%B2-6684544.html?hpp=rank_01
IOPE艾諾碧  活顏菁粹豪華旅行10件組,"1,479",保養彩妝 / 美體保健 / 專櫃保養 / 彩妝 / 韓系專櫃品牌,Y,https://tw.buy.yahoo.com/gdsale/IOPE%E8%89%BE%E8%AB%BE%E7%A2%A7-%E6%B4%BB%E9%A1%8F%E8%8F%81%E7%B2%B9%E8%B1%AA%E8%8F%AF%E6%97%85%E8%A1%8C10%E4%BB%B6%E7%B5%84-7228607.html?hpp=rank_01
Tree Walker 自動充氣坐墊 藍色,499,健身戶外 / 行李箱 / 戶外露營 / 登山用品 / 睡袋睡墊用品,N,https://tw.buy.yahoo.com/gdsale/Tree-Walker-%E8%87%AA%E5%8B%95%E5%85%85%E6%B0%A3%E5%9D%90%E5%A2%8A-%E8%97%8D%E8%89%B2-7652382.html
白蘭氏 傳統雞精手提盒裝 (70g x 20瓶),886,美妝 / 保健 / BRAND’S白蘭氏 / 保健飲品,Y,https://tw.buy.yahoo.com/gdsale/%E7%99%BD%E8%98%AD%E6%B0%8F-%E5%82%B3%E7%B5%B1%E9%9B%9E%E7%B2%BE%E6%89%8B%E6%8F%90%E7%9B%92%E8%A3%9D-70g-x-20%E7%93%B6-7596285.html?hpp=rank_01
亞培 安素沛力 隨身瓶(237ml x 24入),"1,550",美妝 / 保健 / Abbott亞培 / 成人特殊營養品,Y,https://tw.buy.yahoo.com/gdsale/%E4%BA%9E%E5%9F%B9-%E5%AE%89%E7%B4%A0%E6%B2%9B%E5%8A%9B-%E9%9A%A8%E8%BA%AB%E7%93%B6-237ml-x-24%E5%85%A5-2404592.html?hpp=rank_01
NOW健而婷－天然維他命D(180顆/瓶),500,美妝 / 保健 / NOW健而婷 / 合作品牌,Y,https://tw.buy.yahoo.com/gdsale/NOW%E5%81%A5%E8%80%8C%E5%A9%B7-%E5%A4%A9%E7%84%B6%E7%B6%AD%E4%BB%96%E5%91%BDD-180%E9%A1%86-%E7%93%B6-6425536.html?hpp=rank_01
HERMES愛馬仕 李先生的花園中性淡香水15ml國際機場免稅限定版,"1,232",保養彩妝 / 美體保健 / 香水 / 香氛 / 香水品牌,N,https://tw.buy.yahoo.com/gdsale/HERMES%E6%84%9B%E9%A6%AC%E4%BB%95-%E6%9D%8E%E5%85%88%E7%94%9F%E7%9A%84%E8%8A%B1%E5%9C%92%E4%B8%AD%E6%80%A7%E6%B7%A1%E9%A6%99%E6%B0%B415ml-7161176.html
IOPE艾諾碧 絲絨白蓋極致美肌遮瑕組,"1,320",保養彩妝 / 美體保健 / 專櫃保養 / 彩妝 / 韓系專櫃品牌,N,https://tw.buy.yahoo.com/gdsale/IOPE%E8%89%BE%E8%AB%BE%E7%A2%A7-%E7%B5%B2%E7%B5%A8%E7%99%BD%E8%93%8B%E6%A5%B5%E8%87%B4%E7%BE%8E%E8%82%8C%E9%81%AE%E7%91%95%E7%B5%84-7634294.html
(即期品)寵愛之名 三分子玻尿酸保濕撫紋眼霜15ml 最低效期:2019/02,350,保養彩妝 / 美體保健 / 醫學美容保養 / MIT醫美藥妝,N,https://tw.buy.yahoo.com/gdsale/%E5%8D%B3%E6%9C%9F%E5%93%81-%E5%AF%B5%E6%84%9B%E4%B9%8B%E5%90%8D-%E4%B8%89%E5%88%86%E5%AD%90%E7%8E%BB%E5%B0%BF%E9%85%B8%E4%BF%9D%E6%BF%95%E6%92%AB%E7%B4%8B%E7%9C%BC%E9%9C%9C15ml-7607547.html
妮維雅霜150mlx2,149,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / 歐美保養彩妝品牌,N,https://tw.buy.yahoo.com/gdsale/%E5%A6%AE%E7%B6%AD%E9%9B%85%E9%9C%9C150mlx2-7548827.html
台糖 寡醣乳酸菌x10盒優惠組(贈SK-II 超解析鑽白凝霜15gx2),"3,612",保養彩妝 / 美體保健 / 保健食品 / 養生 / 維他命 / 國產品牌,N,https://tw.buy.yahoo.com/gdsale/%E5%8F%B0%E7%B3%96-%E5%AF%A1%E9%86%A3%E4%B9%B3%E9%85%B8%E8%8F%8Cx10%E7%9B%92%E5%84%AA%E6%83%A0%E7%B5%84-%E8%B4%88SK-II-%E8%B6%85%E8%A7%A3-7653449.html
